archive_dir,split,annotations_path,category_id,category_name_from_coco,count
_extracted/med,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/train/_annotations.coco.json,22,22,52
_extracted/med,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/train/_annotations.coco.json,6,6,50
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,1,1,7
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,2,2,6
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,3,3,6
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,5,5,6
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,11,11,6
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,17,17,6
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,22,22,6
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,24,24,6
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,4,4,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,6,6,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,7,7,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,8,8,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,9,9,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,10,10,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,12,12,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,13,13,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,14,14,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,15,15,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,16,16,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,18,18,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,19,19,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,20,20,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,21,21,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,23,23,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,25,25,5
_extracted/med,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/valid/_annotations.coco.json,26,26,5
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,4,4,8
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,6,6,8
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,14,14,8
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,19,19,8
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,22,22,8
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,3,3,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,5,5,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,7,7,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,8,8,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,10,10,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,11,11,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,12,12,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,15,15,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,25,25,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,26,26,7
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,2,2,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,9,9,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,13,13,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,16,16,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,17,17,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,18,18,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,20,20,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,21,21,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,24,24,6
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,23,23,5
_extracted/med,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/translator_v1i_coco/test/_annotations.coco.json,1,1,4
med/Deteksi_Obat2_v3i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/train/_annotations.coco.json,3,Paracetamol,105
med/Deteksi_Obat2_v3i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/train/_annotations.coco.json,2,Methil,92
med/Deteksi_Obat2_v3i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/train/_annotations.coco.json,1,Antasida,84
med/Deteksi_Obat2_v3i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/valid/_annotations.coco.json,1,Antasida,4
med/Deteksi_Obat2_v3i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/valid/_annotations.coco.json,3,Paracetamol,4
med/Deteksi_Obat2_v3i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/valid/_annotations.coco.json,2,Methil,3
med/Deteksi_Obat2_v3i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/test/_annotations.coco.json,2,Methil,5
med/Deteksi_Obat2_v3i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/test/_annotations.coco.json,1,Antasida,4
med/Deteksi_Obat2_v3i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat2_v3i_coco/test/_annotations.coco.json,3,Paracetamol,3
med/Deteksi_Obat_v2i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/train/_annotations.coco.json,3,Methil,25
med/Deteksi_Obat_v2i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/train/_annotations.coco.json,4,Paracetamol,22
med/Deteksi_Obat_v2i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/train/_annotations.coco.json,2,Antasida,20
med/Deteksi_Obat_v2i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/train/_annotations.coco.json,1,Amoxicillin,17
med/Deteksi_Obat_v2i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/valid/_annotations.coco.json,2,Antasida,8
med/Deteksi_Obat_v2i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/valid/_annotations.coco.json,1,Amoxicillin,7
med/Deteksi_Obat_v2i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/valid/_annotations.coco.json,4,Paracetamol,6
med/Deteksi_Obat_v2i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/valid/_annotations.coco.json,3,Methil,3
med/Deteksi_Obat_v2i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/test/_annotations.coco.json,2,Antasida,4
med/Deteksi_Obat_v2i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/test/_annotations.coco.json,3,Methil,4
med/Deteksi_Obat_v2i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/test/_annotations.coco.json,1,Amoxicillin,2
med/Deteksi_Obat_v2i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Deteksi_Obat_v2i_coco/test/_annotations.coco.json,4,Paracetamol,2
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,3,2,350
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,5,4,347
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,2,1,345
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,9,8,337
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,4,3,330
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,10,9,330
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,8,7,329
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,11,10,321
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,6,5,319
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,7,6,313
med/Material_medico_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/train/_annotations.coco.json,1,0,309
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,7,6,52
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,1,0,51
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,8,7,49
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,11,10,48
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,6,5,47
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,10,9,46
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,5,4,44
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,3,2,42
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,4,3,41
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,2,1,38
med/Material_medico_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/valid/_annotations.coco.json,9,8,37
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,9,8,29
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,4,3,26
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,6,5,26
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,1,0,23
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,10,9,22
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,11,10,22
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,2,1,21
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,7,6,21
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,8,7,21
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,5,4,19
med/Material_medico_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/Material_medico_v1i_coco/test/_annotations.coco.json,3,2,15
med/MedStripDetection_v1i_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MedStripDetection_v1i_coco/train/_annotations.coco.json,1,Strip,372
med/MedStripDetection_v1i_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MedStripDetection_v1i_coco/valid/_annotations.coco.json,1,Strip,47
med/MedStripDetection_v1i_coco,test,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MedStripDetection_v1i_coco/test/_annotations.coco.json,1,Strip,23
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,8,Pharex,1431
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,7,Diclofenac,1185
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,1,Advil,1053
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,10,Vitamin B,894
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,11,neozep,858
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,2,Alaxan,507
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,3,Amplodine,471
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,5,Citirizine,450
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,9,Pharex3,42
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,6,Diatabs,33
med/MediScan1_v1-mediscan_coco,train,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/train/_annotations.coco.json,4,Bioflu,18
med/MediScan1_v1-mediscan_coco,val,/home/user/Documents/PycharmProjects/MinSocFacesAI/R-CNN/dataset_builder/work/_extracted/med/MediScan1_v1-mediscan_coco/valid/_annotations.coco.json,8,Pharex,140
